thewinesociety.coop,The Wine Society,SG1 2BG,thewinesociety.lod.coop,,,
thirdsectoraccountancy.coop,Third Sector Accountancy Limited,M60 0AS,thirdsectoraccountancy.lod.coop,,,
tiny.coop,Tiny Coop,E1 4PP,tiny.lod.coop,,,
tps.coop,TPS,KT2 6HL,tps.lod.coop,,,
tradeunion.coop,NACO Trade Union,SK14 2QZ,tradeunion.lod.coop,,,
truefood.coop,True Food Community Co operative Ltd,RG4 8LJ,truefood.lod.coop,,,
tvtts.coop,Think Venue Think Third Sector,B5 6DR,tvtts.lod.coop,,,
twopiers.coop,Twopiers Housing cooperative Ltd,BN1 2LJ,twopiers.lod.coop,,,
uk.coop,Co-operatives UK Limited,M60 0AS,uk.lod.coop,,,
ukcu.coop,UKCREDITUNIONS LTD,BB4 5TG,ukcu.lod.coop,,,
ukscs.coop,UK Society for Co-operative Studies,NE7 7GF,ukscs.lod.coop,,,
unicorn-grocery.coop,Unicorn Grocery,M210BN,unicorn-grocery.lod.coop,,,
uniteddiversity.coop,UnitedDiversity LLP,SE1 2LD,uniteddiversity.lod.coop,,,
university.coop,Co-operative College,M60 0AS,university.lod.coop,,,
upstream.coop,Upstream Ltd,E3 2JE,upstream.lod.coop,,,
urbed.coop,URBED,M1 1HR,urbed.lod.coop,,,
valleyorganics.coop,Valley Organics Workers&#39; Co-op,HX7 5EU,valleyorganics.lod.coop,,,
wales.coop,Wales Co-operative Centre,CF83 2AX,wales.lod.coop,,,
wave.coop,Wave Design Ltd,TN34 1HL,wave.lod.coop,,,
wealth.coop,Co-operative Independent Financial Solutions Ltd,DE1 1BE,wealth.lod.coop,,,
weareopen.coop,We Are Open Co-operative Ltd,AL1 4PY,weareopen.lod.coop,,,
web.coop,Co-operative Web,B31 1TS,web.lod.coop,,,
webarchitects.coop,Webarch Co-operative Limited,S3 7AL,webarchitects.lod.coop,,,
westgrantonhousing.coop,West Granton Housing Co-op,EH14 5UT,westgrantonhousing.lod.coop,,,
westmill.coop,Westmill Wind Farm Co-operative,LA14 2PN,westmill.lod.coop,,,
westmillsolar.coop,Westmill Solar Cooperative Ltd,SN6 7PU,westmillsolar.lod.coop,,,
westsolentsolar.coop,West Solent Solar Co-operative Ltd.,LA14 2PN,westsolentsolar.lod.coop,,,
westwoodcollege.coop,Westwood College Co-Operative Learning Trust,ST13 8NP,westwoodcollege.lod.coop,,,
woodfuel.coop,Wood Fuel Co-operative,DG1 3PW,woodfuel.lod.coop,,,
woodlands.coop,Woodlands Primary Academy,LS9 6DA,woodlands.lod.coop,,,
wooldale.coop,Wooldale Co-operative Society,HD9 1QJ,wooldale.lod.coop,,,
software.coop,Turo Technology LLP,PE33 0PD,software.lod.coop,,,
youroldham.coop,Oldham Council,OL1 1UG,youroldham.lod.coop,,,
yourrighttobuy.coop,A2D computer Services,M40 3LY,yourrighttobuy.lod.coop,,,
zebra.coop,The Zebra Collective Ltd,PL1 4HQ,zebra.lod.coop,,,
,,,,,,
,,,,,,
,,,,,,
radio.coop,Mr,,,,,
lasacreditunion.coop,LASA (Loans and Savings Abertawe) Credit Union,,,,,
vaughan.coop,Leicester Vaughan College Limited,,,,,
robertowen2008.coop,Swansea University,,,,,
cpma.coop,Cooperative Personal Management Association,,,,,
mutual.coop,Mutual,,,,,
mutuo.coop,Mutuo,,,,,
owensquare.coop,Rand,,,,,
,Accord Housing Association Limited,B70 6QG,,,,
,Atomwide Ltd,BR5 4BQ,,,,
,Blue Sky Hosting Ltd,SW1P 3RX,,,,
,Cloud Next Ltd,DE1 1FL,,,,
,Cooperative  Personal Management Association,L8 7SR,,,,
,Demys Limited,EH3 7JF,,,,
,Energy4All Limited,LA14 2PN,,,,
,Independent Networks Co-operative Association,SK4 3GN,,,,
,Midlands Co-operative Society Limited,WS13 6RH,,,,
,NetNames,SE1 1GA,,,,
,storr media,G627SZ,,,,
,Tetbury Wholefood Co-operative,GL8 8LG,,,,
,Timico Ltd,NG24 2TN,,,Y,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,Y,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,Y,
,,,,,,
,,,,,Y,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,Y,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,Y,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,Y,
,,,,,Y,
